lecture_id,query,question_type,difficulty,expected_route,error,metric_answer_f1,metric_answer_length,metric_answer_similarity,metric_avg_cross_encoder_score,metric_chunk_coverage,metric_citation_completeness,metric_citation_count,metric_citation_coverage,metric_context_length,metric_generation_latency,metric_hit_at_5,metric_keyword_recall,metric_mrr,metric_ndcg_at_5,metric_planner_latency,metric_precision_at_5,metric_ranking_quality,metric_recall_at_5,metric_reranker_latency,metric_retrieval_latency,metric_routing_accuracy,metric_total_latency,metric_visual_routing_accuracy
lecture_cs162_v17,What is the syllabus of CS162 according to the lecture?,summary,medium,vector_only,,0.6821705426356589,577,0.5633802816901409,0.1788985423343547,1.0,1.0,15,1.0,3394,18.44150920500033,1.0,0.25,0.5,0.6934264036172708,0.00012242399952810956,0.4,1.0,1.0,3.2143625470007464,0.12666181399981724,1.0,21.78270013400015,1.0
lecture_cs162_v17,What does the lecture say about the word 'system'?,definition,medium,vector_only,,0.7628865979381444,308,0.6808510638297872,0.033939767712339135,1.0,1.0,15,1.0,3643,18.255426773999716,1.0,0.6666666666666666,0.5,0.6309297535714575,0.0001553149995743297,0.2,1.0,1.0,3.2988079360002303,0.10291079400030867,1.0,21.65737986499971,1.0
lecture_cs162_v17,What did the lecture say about the Intel Skylake example?,factual,easy,vector_only,,0.406015037593985,561,0.26436781609195403,0.03401876838421837,1.0,1.0,15,1.0,3675,17.871270611,1.0,0.6666666666666666,1.0,1.0,0.00013559399940277217,0.2,1.0,1.0,4.759809115999815,0.13073346399960428,1.0,22.761995990000287,1.0
lecture_cs162_v17,What is Alewife?,definition,medium,vector_only,,0.5588235294117647,279,0.42857142857142855,0.060001863558136394,1.0,1.0,15,1.0,2876,15.792088434000107,1.0,0.3333333333333333,0.5,0.6309297535714575,0.00017959100023290375,0.2,1.0,1.0,3.547125027999755,0.11493214399979479,1.0,19.45447022999997,1.0
lecture_cs162_v17,What does the lecture say about the number of computers per person?,factual,easy,vector_only,,0.4423076923076923,422,0.3125,0.017776796277757967,1.0,1.0,15,1.0,3404,18.486038981999627,1.0,0.75,1.0,1.0,0.0006293440001172712,0.2,1.0,1.0,3.0422970680001526,0.14761939799973334,1.0,21.676775101000203,1.0
lecture_cs162_v17,How does a DNS lookup work when you use your phone to browse the web?,factual,medium,vector_only,,0.5303030303030304,355,0.3382352941176471,0.05925480762040631,1.0,1.0,15,1.0,3117,17.352290725000785,1.0,1.0,1.0,1.0,0.00026407199948152993,0.2,1.0,1.0,3.272792221999225,0.10403383299944835,1.0,20.729467650000515,1.0
lecture_cs162_v17,Why must the OS provide a consistent programming abstraction to applications?,conceptual,medium,vector_only,,0.15538847117794488,2226,0.1282051282051282,0.2471743430183172,1.0,1.0,15,1.0,2509,15.625548134000383,0.0,1.0,0.14285714285714285,0.0,0.00020862400015175808,0.0,1.0,0.0,4.663381603000744,0.11173593500006973,1.0,20.400923873000465,1.0
lecture_cs162_v17,What are the requirements for group projects in CS162?,factual,easy,vector_only,,0.4814814814814815,413,0.296875,0.17604729801920863,1.0,1.0,15,1.0,2893,16.86052351000035,1.0,0.6666666666666666,1.0,0.9197207891481876,0.0005070730003353674,0.4,1.0,1.0,3.131892506999975,0.14645249099976354,1.0,20.139570864000234,1.0
lecture_cs162_v17,What happens when a program becomes a process?,factual,easy,vector_only,,0.23052959501557635,1678,0.17482517482517482,0.21251676481527587,1.0,1.0,15,1.0,3255,17.365068684000107,1.0,0.6666666666666666,1.0,1.0,0.00020028000017191516,0.2,1.0,1.0,3.762456055000257,0.13408760399943276,1.0,21.26193375099956,1.0
lecture_cs162_v17,What does the lecture say about the Mars Rover and its operating system?,factual,medium,vector_only,,0.5272727272727272,360,0.3880597014925373,0.0592187255921696,1.0,1.0,15,1.0,3806,18.762060117001056,1.0,0.3333333333333333,1.0,1.0,0.00012938300005771453,0.2,1.0,1.0,3.4586938219999865,0.09929615900000499,1.0,22.320224822000455,1.0
lecture_cs162_v17,What does the lecture say about files being an abstraction?,conceptual,medium,vector_only,,0.4175824175824176,330,0.2631578947368421,0.03928186078652895,1.0,1.0,15,0.3333333333333333,3849,19.347664292001355,1.0,0.0,0.3333333333333333,0.23463936301137822,0.0003263769995101029,0.2,1.0,0.3333333333333333,3.338060055000824,0.13023256600172317,1.0,22.816414230999726,1.0
lecture_cs162_v17,How does the lecture describe networking as part of the internet system?,conceptual,easy,vector_only,,0.4545454545454546,354,0.2807017543859649,0.0026123076250466207,1.0,1.0,15,1.0,3559,17.140025704000436,1.0,0.0,1.0,1.0,0.0004745960013678996,0.2,1.0,1.0,3.4804737829999794,0.1428649370009225,1.0,20.76402680300089,1.0
lecture_cs162_v17,Why does the lecture describe the internet as looking like a brain?,conceptual,medium,vector_only,,0.21201413427561835,1606,0.16025641025641027,0.04754898612348673,1.0,1.0,15,1.0,3772,18.953625445999933,1.0,0.6666666666666666,1.0,1.0,0.0005909249994147103,0.2,1.0,1.0,3.8024834859988914,0.14159864599969296,1.0,22.898538609999378,1.0
lecture_cs162_v17,What homework should students start right away?,factual,easy,vector_only,,0.5945945945945946,193,0.43478260869565216,0.04564346137146155,1.0,1.0,15,1.0,3601,17.444368382999528,1.0,0.6666666666666666,0.5,0.6934264036172708,0.00012091400094504934,0.4,0.5,1.0,3.856916819999242,0.1157469490008225,1.0,21.417218534999847,1.0
lecture_cs162_v17,What is the power density problem described in the lecture?,factual,medium,vector_only,,0.5042016806722689,408,0.3246753246753247,0.004233278905545982,1.0,1.0,15,1.0,3350,16.26062193799953,1.0,0.6666666666666666,1.0,1.0,0.0001178700003947597,0.2,1.0,1.0,5.3415117589993315,0.12342790399998194,1.0,21.725720964001084,1.0
lecture_cs162_v17,What collaboration is allowed and not allowed between groups?,conceptual,medium,vector_only,,0.4035087719298246,386,0.3230769230769231,0.019182917199941585,1.0,1.0,15,1.0,3938,18.729583689999345,1.0,0.3333333333333333,1.0,1.0,0.00013644699902215507,0.2,1.0,1.0,3.5790637410009367,0.13133254899912572,1.0,22.440181175999896,1.0
lecture_cs162_v17,What does the lecture say about time scales like nanoseconds and femtoseconds?,factual,medium,vector_only,,0.2807017543859649,523,0.20512820512820512,0.060812268266211805,1.0,1.0,15,1.0,3282,16.545285492000403,1.0,0.3333333333333333,1.0,1.0,0.000622831999862683,0.2,1.0,1.0,4.500188828000319,0.13974585100004333,1.0,21.18604103100006,1.0
lecture_cs162_v17,What did the lecture say about the cloud and cloud operating systems?,conceptual,medium,vector_only,,0.4516129032258064,412,0.2602739726027397,0.037663041928317396,1.0,1.0,15,1.0,3925,18.942063896000036,1.0,0.6666666666666666,1.0,1.0,0.00036661900048784446,0.2,1.0,1.0,3.420624428999872,0.1319599369999196,1.0,22.495152350000353,1.0
lecture_cs162_v17,What does the lecture say about caches?,factual,easy,vector_only,,0.4835164835164836,340,0.3333333333333333,0.0029323000700969713,1.0,1.0,15,1.0,3390,18.585964235000574,1.0,0.6666666666666666,1.0,1.0,0.00040860199987946544,0.2,1.0,1.0,3.811127183998906,0.12023571500139951,1.0,22.517923284000062,1.0
lecture_cs162_v17,What is the course website and where should students get information?,factual,easy,vector_only,,0.4864864864864865,312,0.2765957446808511,0.1431071574954937,1.0,1.0,15,0.6666666666666666,3451,16.93613079900024,1.0,0.6666666666666666,1.0,0.7039180890341347,0.0004991309997421922,0.4,0.5,0.6666666666666666,3.3554776170003606,0.20233349499903852,1.0,20.49462950400084,1.0
lecture_cs162_v17,What role does virtual memory play in protecting processes from each other?,conceptual,medium,vector_only,,0.4220183486238532,452,0.29508196721311475,0.09861678266315721,1.0,1.0,15,1.0,3755,18.64329617200019,1.0,0.0,1.0,0.7653606369886217,0.000510882999151363,0.4,1.0,0.6666666666666666,3.3180082449998736,0.19375177000074473,1.0,22.155779492000875,1.0
lecture_cs162_v17,What does the lecture say about the OS providing common services like file systems?,conceptual,medium,vector_only,,0.42424242424242425,322,0.24615384615384617,0.14347854530011925,1.0,1.0,15,1.0,3366,17.979636214000493,1.0,0.5,0.5,0.6509209298071326,0.0006305480001174146,0.4,1.0,1.0,3.4904611069996463,0.11266549399988435,1.0,21.583577987999888,1.0
lecture_cs162_v17,What is the kernel and why do people disagree about what it includes?,conceptual,medium,vector_only,,0.17061611374407584,2475,0.1443850267379679,0.06274707548509469,1.0,1.0,15,0.6666666666666666,3246,18.728461110000353,1.0,1.0,1.0,0.7039180890341347,0.0008792710013949545,0.4,1.0,0.6666666666666666,3.1994993280004564,0.11411726000005729,1.0,22.043231077999735,1.0
lecture_cs162_v17,What does the lecture say about how to think like an engineer?,conceptual,easy,vector_only,,0.3098591549295775,268,0.16071428571428573,0.0005420397799753118,1.0,1.0,15,0.3333333333333333,3127,15.378946112999984,1.0,0.3333333333333333,0.2,0.18154179253735267,0.00012078600047971122,0.2,0.5,0.3333333333333333,4.208084351999787,0.1223666570003843,1.0,19.709563845999583,1.0
lecture_cs162_v17,Who is the instructor of CS162 and what is his background?,factual,medium,vector_only,,0.6666666666666667,460,0.48,0.233990647153405,1.0,1.0,15,1.0,3693,18.668518725000467,1.0,0.25,0.5,0.6240505200038379,0.0005383920015447075,0.4,0.5,1.0,3.482732701999339,0.12558261699996365,1.0,22.277573917001064,1.0
lecture_cs162_v17,What does the lecture say about Linux and other systems' lines of code?,factual,medium,vector_only,,0.45161290322580644,452,0.273972602739726,0.0017176008463138715,1.0,1.0,15,0.5,3394,18.256221182000445,1.0,1.0,0.2,0.23719771276929622,0.0005248659999779193,0.2,1.0,0.5,3.140492673999688,0.11691077199975553,1.0,21.51432906700029,1.0
lecture_cs162_v17,What does the lecture say about whether the windowing system belongs in the kernel?,conceptual,hard,vector_only,,0.5504587155963303,386,0.36666666666666664,0.08958338560284271,1.0,1.0,15,1.0,3732,18.946323982998365,1.0,0.0,1.0,1.0,0.0008285470012197038,0.4,1.0,1.0,3.1535289249986818,0.15114582999922277,1.0,22.25205640400054,1.0
lecture_cs162_v17,What did the lecture say about cameras being required for the class?,conceptual,easy,vector_only,,0.4380952380952381,420,0.3225806451612903,0.04376570569875184,1.0,1.0,15,1.0,3367,16.60513244499998,1.0,1.0,1.0,0.46927872602275644,0.001191900999401696,0.2,1.0,0.3333333333333333,4.631127048998678,0.26551900599952205,0.0,21.50328943600107,1.0
lecture_cs162_v17,What is the definition of an operating system according to the lecture?,definition,easy,vector_only,,0.48818897637795283,510,0.3287671232876712,0.09851465188742926,1.0,1.0,15,1.0,2901,17.273896781000076,1.0,1.0,1.0,1.0,0.00045844499982194975,0.4,1.0,1.0,3.8303352399998403,0.1427889629994752,1.0,21.247656742998515,1.0
lecture_cs162_v17,What is the grading breakdown for CS162?,factual,easy,vector_only,,0.0,39,0.0,0.1337031604256481,1.0,1.0,15,0.5,3859,17.706664695000654,1.0,0.0,1.0,0.6131471927654584,0.0004935119995934656,0.2,0.16666666666666666,0.5,3.233908635998887,0.10165595499893243,1.0,21.0428920760005,1.0
lecture_cs162_v17,Where does the word 'operating' come from according to the lecture?,factual,medium,vector_only,,0.4597701149425288,279,0.2727272727272727,0.03915589088962103,1.0,1.0,15,1.0,3646,18.969551456000772,1.0,0.6666666666666666,1.0,1.0,0.0005260540001472691,0.4,1.0,1.0,3.349483895999583,0.1177144009998301,1.0,22.437455275001412,1.0
lecture_cs162_v17,How does the operating system switch between two processes to give the illusion of parallelism?,conceptual,hard,vector_only,,0.5671641791044776,461,0.4057971014492754,0.08956955549074337,1.0,1.0,15,0.6666666666666666,3465,18.41936304599949,1.0,0.6666666666666666,1.0,0.7653606369886217,0.0006504430002678419,0.4,1.0,0.6666666666666666,3.7033428940012527,0.1478712779990019,1.0,22.271436018001623,1.0
lecture_cs162_v17,What did the lecture say about the course website and Piazza?,factual,easy,vector_only,,0.4444444444444445,388,0.2638888888888889,0.09704531088306491,1.0,1.0,15,1.0,3807,19.566253463000976,1.0,0.5,1.0,1.0,0.00012898699969809968,0.6,0.5,1.0,2.936528363999969,0.11562482000044838,1.0,22.61858196799949,1.0
lecture_cs162_v17,What abstractions and higher-level objects does the operating system provide to applications?,conceptual,medium,vector_only,,0.5360824742268041,375,0.3898305084745763,0.4922983688302338,1.0,1.0,15,1.0,3481,17.382386973000393,1.0,0.6,1.0,0.830419897363192,0.0006325959984678775,0.8,1.0,0.8,3.761223384999539,0.15720311900076922,1.0,21.30163535199972,1.0
lecture_cs162_v17,What does the lecture say about the OS being an illusionist?,conceptual,easy,vector_only,,0.6470588235294117,391,0.5254237288135594,0.14980426156762405,1.0,1.0,15,1.0,3249,17.066982553000344,1.0,0.6666666666666666,1.0,0.830419897363192,0.00012582599993038457,0.8,1.0,0.8,3.3493614090002666,0.10582724699997925,1.0,20.52234654499989,1.0
lecture_cs162_v17,What does the slide about network capacity show?,visual,medium,vector_only,,0.4745762711864407,396,0.37142857142857144,0.030176344673964194,1.0,1.0,15,1.0,3268,15.873589478000213,1.0,0.5,1.0,1.0,0.00018218500008515548,0.2,1.0,1.0,5.531328508001025,0.11092353999993065,1.0,21.51607176899961,1.0
lecture_cs162_v17,What does the slide say about societal-scale information systems?,visual,medium,vector_only,,0.7142857142857142,453,0.6,0.06855013249102436,1.0,1.0,15,1.0,3216,15.048818557999766,1.0,0.75,1.0,1.0,0.00017948999993677717,0.2,1.0,1.0,5.501568845000293,0.13937247000103525,1.0,20.69000465499994,1.0
lecture_cs162_v17,"According to the slide, what does a process consist of?",visual,easy,vector_only,,0.88,226,0.8484848484848485,0.0862781707114967,1.0,1.0,15,1.0,2899,15.110323447001065,1.0,1.0,0.25,0.43067655807339306,0.00020906099962303415,0.2,1.0,1.0,4.642538414998853,0.12745303200063063,1.0,19.880604268999377,1.0
lecture_cs162_v17,What does the diagram of a compiled program's view of the world show?,visual,medium,vector_only,,0.5483870967741936,444,0.3880597014925373,0.12920097352835,1.0,1.0,15,1.0,3497,16.77004447299987,1.0,0.5,0.25,0.43067655807339306,0.0007016680010565324,0.2,1.0,1.0,5.334067585001321,0.1374993760000507,1.0,22.24252177100061,1.0
lecture_cs162_v17,What does the protection slide show about processes?,visual,medium,vector_only,,0.537037037037037,415,0.4098360655737705,0.10258264969306766,1.0,1.0,15,1.0,3811,17.87811121300001,1.0,0.25,0.3333333333333333,0.5,0.00010111499977938365,0.2,1.0,1.0,5.162017096001364,0.11141444399981992,1.0,23.151703460000135,1.0
